2298.8769  FeI_2298     2.4480e-02  1.3500e+08  55.8450    1
2325.4030  CII_2325     4.4830e-08  1.2080e+02  12.0107    1
2344.2140  FeII_2344    1.1400e-01  2.6800e+08  55.8450  1,12,1
2374.4612  FeII_2374    3.1300e-02  2.9900e+08  55.8450  1,12,1
2382.7650  FeII_2382    3.2000e-01  3.1000e+08  55.8450  1,12,1
2463.3922  FeI_2463     5.3180e-02  5.0000e+08  55.8450    1
2484.0211  FeI_2484     5.5690e-01  5.0000e+08  55.8450    1
2501.8862  FeI_2501     4.9630e-02  3.8000e+08  55.8450    1
2515.0725  SiI_2515     2.1040e-01  1.6850e+08  28.0855  1,23,1
2523.6083  FeI_2523     1.9800e-01  3.7300e+08  55.8450    2
2576.8770  MnII_2576    3.5880e-01  2.8200e+08  54.9381  1,19,19
2586.6500  FeII_2586    6.9100e-02  2.7200e+08  55.8450  1,12,1
2594.4990  MnII_2594    2.7850e-01  2.7700e+08  54.9381  1,19,19
2600.1729  FeII_2600    2.3900e-01  2.7000e+08  55.8450  1,12,1 
2606.4620  MnII_2606    1.9720e-01  2.7200e+08  54.9381  1,19,19
2683.8870  VII_2683     1.0260e-01  2.9000e+08  50.9415    1
2706.0210  VII_2706     1.3650e-02  2.1300e+08  50.9415    1
2719.8331  FeI_2719     1.1910e-01  1.7500e+08  55.8450    1
2740.5250  VII_2740     1.0210e-01  0.0000e+00  50.9415    1
2796.3520  MgII_2796    6.1230e-01  2.6120e+08  24.3050    1
2803.5300  MgII_2803    3.0540e-01  2.5920e+08  24.3050    1
2852.9650  MgI_2852     1.8300e+00  5.0000e+08  24.3050    1
2937.7624  FeI_2937     1.6820e-02  1.3000e+08  55.8450    1
2967.7647  FeI_2967     4.3830e-02  1.2700e+08  55.8450    1
2984.4403  FeI_2984     2.9020e-02  1.7500e+08  55.8450    1
3021.5189  FeI_3021     1.0390e-01  1.6900e+08  55.8450    1
3067.2450  TiII_3067    4.8750e-02  2.5000e+08  47.8670  1,25,1
3073.8770  TiII_3073    1.0910e-01  2.5000e+08  47.8670    1
3148.9610  TiII_3148    1.5770e-02  0.0000e+08  47.8670    1
3242.9184  TiII_3242    2.3200e-01  2.4400e+08  47.8670    1,2,3
3073.8770  TiII_3073    1.0910e-01  2.5000e+08  47.8670    1
3934.7770  CaII_K       6.8200e-01  1.47000e+08  45.1111    1,2,3
3969.5920  CaII_H       3.3000e-01  1.47000e+08  45.1111    1,2,3
5889.9500  NaD1         6.4100e-01  6.1600e+07  50.1111    1,2,3
5895.9240  NaD2         3.2000e-01  6.1400e+07  50.1111    1,2,3
